zin_id;start;annotatie;goedgekeurd;drex_alleen_labels;conf_alleen_labels;p_goedgekeurd_alleen_labels;verificatie_noul
159;0;ow;ow;ow;0.9955;0.9961;0.9724
159;2;bwb;bwb;bwb;0.4888;0.5618;0.7529
160;0;ow;ow;ow;0.9191;0.9307;0.9511
160;3;lv;lv;mv;0.6195;0.2176;0.6177
160;4;bwb;bwb;bwb;0.9490;0.9563;0.9274
161;0;ow;ow;ow;0.8713;0.8897;0.9308
161;3;mv;mv;mv;0.6592;0.7079;0.7145
161;4;bwb;bwb;bwb;0.9447;0.9526;0.9352
161;5;lv;lv;lv;0.5061;0.5766;0.7758
300;0;ow;ow;ow;0.8491;0.8707;0.7875
300;2;bijst;bijst;ow;0.7859;0.1294;0.8235
300;6;bwb;bwb;bwb;0.9882;0.9899;0.8913
300;8;lv;lv;lv;0.6003;0.6574;0.8771
301;0;ow;ow;ow;0.9539;0.9605;0.8669
301;2;bijst;bijst;ow;0.6992;0.1511;0.8663
301;5;bwb;bwb;bwb;0.9645;0.9695;0.9218
301;6;ng;ng;ng;0.7718;0.8044;0.6176
302;1;ow;ow;ow;0.8771;0.8946;0.6157
303;0;bwb;bwb;bwb;0.8580;0.8783;0.7767
303;4;ow;ow;ow;0.9401;0.9487;0.9359
303;7;bwb;bwb;bwb;0.9378;0.9466;0.8154
303;10;bwb;bwb;bwb;0.9536;0.9602;0.8452
304;0;bwb;bwb;ow;0.3202;0.3873;0.6792
304;4;vv;vv;mv;0.2397;0.2692;0.5630
304;7;ow;ow;lv;0.2774;0.2264;0.6831
305;0;ow;ow;ow;0.9727;0.9766;0.9216
305;3;bwb;bwb;bwb;0.8568;0.8772;0.9310
305;6;lv;lv;ow;0.5866;0.1663;0.5036
305;9;vv;vv;vv;0.6225;0.6764;0.7066
306;0;bwb;bwb;bwb;0.7713;0.8040;0.8232
306;7;mv;mv;ow;0.3808;0.1895;0.6056
306;8;ow;ow;lv;0.3531;0.1321;0.7042
307;0;ow;ow;ow;0.9879;0.9896;0.9594
307;3;bwb;bwb;bwb;0.8728;0.8909;0.9019
307;5;lv;lv;ow;0.3833;0.2629;0.7650
307;7;vv;vv;vv;0.5747;0.6355;0.6834
308;0;ow;ow;ow;0.5576;0.6208;0.8133
308;2;bijst;bijst;bijst;0.2459;0.3536;0.8621
308;6;bwb;bwb;bwb;0.8778;0.8952;0.8111
308;9;ng;ng;ng;0.8791;0.8964;0.7880
309;0;ow;ow;ow;0.9955;0.9961;0.9724
309;2;lv;lv;ow;0.5285;0.2511;0.5474
309;3;bwb;bwb;bwb;0.9883;0.9900;0.8995
309;4;bwb;bwb;ng;0.7050;0.0241;0.3639
309;6;vv;vv;vv;0.4368;0.5172;0.7994
310;0;ow;ow;ow;0.9603;0.9660;0.9222
310;2;bijst;bijst;bijst;0.7559;0.7908;0.8866
310;6;bwb;bwb;bwb;0.9898;0.9913;0.9340
310;7;mv;mv;vv;0.3509;0.2684;0.9073
310;10;lv;lv;lv;0.7344;0.7724;0.9333
311;0;ow;ow;ow;0.9720;0.9760;0.9131
311;6;bwb;bwb;bwb;0.9676;0.9722;0.9245
311;8;bwb;bwb;bwb;0.8481;0.8698;0.8320
311;10;lv;lv;lv;0.6586;0.7074;0.7633
311;12;mv;mv;vv;0.5413;0.0530;0.4788
312;0;ow;ow;ow;0.9882;0.9899;0.9678
312;3;lv;lv;ow;0.6890;0.2096;0.6401
312;6;bwb;bwb;bwb;0.4174;0.5007;0.5757
312;9;bwb;bwb;ng;0.2462;0.0075;0.2317
313;0;ow;ow;ow;0.9391;0.9478;0.8715
313;6;bwb;bwb;bwb;0.7314;0.7697;0.8430
313;10;ng;ng;ng;0.6875;0.7322;0.6865
314;0;ow;ow;ow;0.6288;0.6818;0.9098
314;3;bwb;bwb;bwb;0.9115;0.9242;0.9133
314;6;ng;ng;lv;0.2329;0.3120;0.8538
315;1;bwb;bwb;bwb;0.8926;0.9080;0.4302
315;2;bwb;bwb;bwb;0.7718;0.8044;0.6270
315;3;bwb;bwb;bwb;0.6520;0.7017;0.6988
315;5;vv;vv;vv;0.5894;0.6481;0.7895
316;1;bwb;bwb;bwb;0.7885;0.8187;0.6945
316;2;bwb;bwb;bwb;0.9232;0.9342;0.7654
316;3;ng;ng;ng;0.3532;0.4456;0.6385
317;0;bwb;bwb;ow;0.7166;0.1573;0.4218
317;2;ow;ow;lv;0.3769;0.4103;0.7085
317;5;bwb;bwb;vv;0.4855;0.1992;0.6168
318;0;bwb;bwb;ow;0.8290;0.1185;0.4146
318;2;bwb;bwb;bwb;0.6826;0.7280;0.8521
318;5;ow;ow;ow;0.6339;0.6862;0.7149
319;0;ow;ow;ow;0.9730;0.9769;0.9526
319;4;bwb;bwb;bwb;0.9842;0.9865;0.9205
320;0;ow;ow;ow;0.9954;0.9961;0.9691
320;3;lv;lv;ow;0.5243;0.3072;0.6810
320;5;bwb;bwb;bwb;0.9811;0.9838;0.7422
320;6;bwb;bwb;ng;0.4051;0.4089;0.6656
321;0;lv;lv;ow;0.3805;0.4202;0.6815
321;4;ow;ow;ow;0.4089;0.4933;0.8206
321;6;bwb;bwb;bwb;0.7823;0.8134;0.5655
322;0;ow;ow;ow;0.9625;0.9678;0.9529
322;3;mv;mv;mv;0.6020;0.6588;0.9264
322;5;lv;lv;lv;0.7653;0.7988;0.9524
323;0;ow;ow;ow;0.9631;0.9683;0.9256
323;3;lv;lv;lv;0.6400;0.6914;0.9003
323;6;ow;ow;ow;0.9315;0.9413;0.9196
323;8;bwb;bwb;bwb;0.9855;0.9875;0.8771
323;9;lv;lv;lv;0.7214;0.7612;0.8613
324;0;ow;ow;ow;0.9655;0.9704;0.9164
324;3;bwb;bwb;bwb;0.5800;0.6400;0.8037
324;7;ow;ow;ow;0.9614;0.9669;0.9172
324;10;ng;ng;ng;0.4689;0.5448;0.6102
324;11;bwb;bwb;bwb;0.6844;0.7295;0.8332
325;0;ow;ow;ow;0.9672;0.9719;0.8432
325;3;mv;mv;lv;0.3897;0.3549;0.5091
325;4;bwb;bwb;bwb;0.9865;0.9885;0.9289
325;5;lv;lv;lv;0.6205;0.6747;0.8080
325;7;ow;ow;ow;0.9532;0.9599;0.9051
325;9;lv;lv;ow;0.3700;0.4548;0.7103
325;10;bwb;bwb;bwb;0.9868;0.9887;0.8588
326;0;bwb;bwb;bwb;0.9778;0.9809;0.9520
326;2;ow;ow;ow;0.9695;0.9739;0.9608
326;3;vv;vv;vv;0.4648;0.5413;0.7218
326;6;ow;ow;ow;0.9932;0.9942;0.9245
326;8;lv;lv;lv;0.4212;0.5039;0.7669
326;10;bwb;bwb;vv;0.5519;0.2215;0.5794
327;0;ow;ow;ow;0.7791;0.8106;0.9088
327;7;lv;lv;lv;0.3879;0.4754;0.7443
327;9;bwb;bwb;mv;0.4547;0.0918;0.3852
328;0;bwb;bwb;bwb;0.9645;0.9696;0.9135
328;2;ow;ow;ow;0.6873;0.7319;0.8935
328;8;ng;ng;ow;0.2790;0.1679;0.7445
329;0;ow;ow;ow;0.9969;0.9973;0.9623
330;0;ow;ow;ow;0.9936;0.9945;0.9817
330;2;bwb;bwb;bwb;0.4202;0.5030;0.6100
331;0;ow;ow;ow;0.9029;0.9167;0.8961
331;2;ng;ng;ng;0.6949;0.7385;0.7906
332;0;ow;ow;ow;0.9006;0.9148;0.7297
332;4;ow;ow;ow;0.9449;0.9527;0.8169
332;6;bwb;bwb;bwb;0.6741;0.7207;0.5670
333;0;ow;ow;ow;0.9200;0.9314;0.9506
333;3;ow;ow;ow;0.9753;0.9788;0.9067
333;5;lv;lv;lv;0.6347;0.6869;0.7036
334;0;ow;ow;ow;0.9925;0.9936;0.9719
334;2;lv;lv;lv;0.6748;0.7212;0.8708
334;4;ow;ow;ow;0.4648;0.5413;0.5916
334;6;bwb;bwb;bwb;0.9646;0.9696;0.8149
335;0;ow;ow;ow;0.9835;0.9859;0.9497
335;4;ow;ow;ow;0.9309;0.9407;0.8640
335;6;lv;lv;lv;0.6580;0.7068;0.6702
336;0;ow;ow;ow;0.9077;0.9209;0.8606
336;2;bwb;bwb;bwb;0.6840;0.7291;0.7385
336;5;ow;ow;ow;0.3968;0.4830;0.6009
336;7;bwb;bwb;bwb;0.7203;0.7603;0.6728
337;0;ow;ow;ow;0.9857;0.9878;0.8625
338;0;ow;ow;ow;0.9854;0.9875;0.9186
339;5;lv;lv;mv;0.4535;0.3390;0.4258
340;0;ow;ow;ow;0.9008;0.9150;0.9317
340;2;lv;lv;lv;0.5893;0.6480;0.8841
340;5;ow;ow;ow;0.7386;0.7760;0.8586
340;7;lv;lv;lv;0.3564;0.4484;0.8144
341;0;ow;ow;ow;0.8167;0.8429;0.8250
341;4;ow;ow;ow;0.7274;0.7664;0.5403
341;7;ng;ng;ng;0.6951;0.7386;0.6051
400;5;ow;ow;ow;0.9909;0.9922;0.9867
400;6;bwb;bwb;bwb;0.9796;0.9825;0.9318
400;7;bwb;bwb;bwb;0.8414;0.8641;0.8361
401;0;ow;ow;ow;0.9825;0.9850;0.9650
401;4;bwb;bwb;bwb;0.4503;0.5289;0.5699
402;0;ow;ow;ow;0.9917;0.9929;0.9833
402;2;ng;ng;ng;0.2244;0.3352;0.7276
402;6;ow;ow;ow;0.9913;0.9925;0.9429
402;8;bwb;bwb;bwb;0.9250;0.9357;0.5581
402;9;lv;lv;ng;0.2123;0.3100;0.7396
403;0;bwb;bwb;bwb;0.9702;0.9744;0.9019
403;4;ow;ow;ow;0.8168;0.8430;0.8478
403;5;bijst;bijst;ow;0.5298;0.3241;0.8722
403;7;ng;ng;ng;0.5587;0.6217;0.7280
403;9;ow;ow;ow;0.8108;0.8378;0.8333
403;11;lv;lv;lv;0.2346;0.3439;0.4691
404;0;ow;ow;ow;0.9564;0.9626;0.9564
404;3;ng;ng;ng;0.6846;0.7296;0.6411
405;7;ow;ow;ow;0.8834;0.9000;0.8044
405;9;lv;lv;lv;0.3811;0.4695;0.4774
406;0;ow;ow;ow;0.9956;0.9962;0.9637
406;5;ow;ow;ow;0.9931;0.9941;0.9170
406;7;lv;lv;ow;0.2137;0.3149;0.5397
406;9;ng;ng;ng;0.3266;0.4228;0.5419
407;10;ow;ow;ow;0.9728;0.9767;0.8275
407;11;bwb;bwb;bwb;0.9878;0.9895;0.8515
408;0;ow;ow;ow;0.9826;0.9851;0.9327
408;2;mv;mv;mv;0.4909;0.5637;0.8224
408;3;lv;lv;lv;0.7748;0.8070;0.8155
408;7;ow;ow;ow;0.8330;0.8568;0.8106
408;9;lv;lv;lv;0.3449;0.4385;0.6617
409;1;ow;ow;ow;0.9628;0.9681;0.8380
409;2;vv;vv;vv;0.6915;0.7356;0.7508
409;6;ow;ow;ow;0.9654;0.9703;0.8420
409;7;bwb;bwb;bwb;0.7520;0.7874;0.4678
409;8;lv;lv;lv;0.3165;0.4141;0.6658
410;0;ow;ow;ow;0.8439;0.8662;0.8589
410;6;ng;ng;ng;0.4498;0.5284;0.8037
411;0;ow;ow;ow;0.8920;0.9074;0.9444
411;7;ng;ng;ng;0.6676;0.7151;0.5951
412;0;ow;ow;ow;0.9915;0.9927;0.9539
412;10;bwb;bwb;bwb;0.9907;0.9920;0.9254
412;11;lv;lv;lv;0.9343;0.9437;0.9384
413;0;ow;ow;ow;0.9760;0.9795;0.9337
413;10;ng;ng;ng;0.9256;0.9362;0.7357
414;0;bwb;bwb;bwb;0.8343;0.8579;0.8853
414;4;ow;ow;ow;0.9769;0.9802;0.9490
414;5;vv;vv;bwb;0.4355;0.3874;0.6957
415;0;bwb;bwb;bwb;0.8868;0.9030;0.8983
415;4;ow;ow;ow;0.9481;0.9556;0.9152
415;6;bwb;bwb;bwb;0.9903;0.9917;0.9123
415;7;vv;vv;vv;0.3670;0.4574;0.7047
416;0;ow;ow;ow;0.9874;0.9892;0.9598
416;3;vv;vv;vv;0.4668;0.5430;0.6619
416;5;bwb;bwb;vv;0.3956;0.4424;0.6440
417;0;ow;ow;ow;0.9315;0.9413;0.9519
417;3;lv;lv;ow;0.4346;0.3700;0.7607
417;5;bwb;bwb;bwb;0.7781;0.8098;0.6670
418;0;ow;ow;ow;0.9955;0.9961;0.9877
418;2;bwb;bwb;bwb;0.9886;0.9903;0.9346
418;3;bwb;bwb;bwb;0.4805;0.5547;0.6624
419;0;ow;ow;ow;0.9552;0.9616;0.9567
419;3;bwb;bwb;bwb;0.9508;0.9578;0.9194
419;5;ng;ng;ng;0.9405;0.9490;0.7461
420;0;ow;ow;ow;0.5479;0.6125;0.9404
420;6;bwb;bwb;ng;0.7628;0.1038;0.4563
421;0;ow;ow;ow;0.9949;0.9956;0.9868
421;2;lv;lv;lv;0.5922;0.6505;0.8123
422;0;ow;ow;ow;0.8492;0.8708;0.9092
422;6;ng;ng;ng;0.8545;0.8753;0.6872
423;0;bwb;bwb;bwb;0.8374;0.8606;0.8005
423;3;ow;ow;ow;0.7659;0.7993;0.8500
423;5;bwb;bwb;bwb;0.9876;0.9894;0.8879
423;6;vv;vv;vv;0.5349;0.6013;0.6797
424;0;ow;ow;ow;0.9680;0.9725;0.9460
424;3;ng;ng;ng;0.6471;0.6975;0.8346
425;0;ow;ow;ow;0.9721;0.9761;0.9618
425;3;ng;ng;ng;0.8726;0.8908;0.6641
426;0;ow;ow;ow;0.9713;0.9754;0.9254
426;3;ng;ng;ng;0.5844;0.6438;0.7241
427;0;bwb;bwb;bwb;0.8505;0.8719;0.8473
427;8;ow;ow;ow;0.9377;0.9466;0.9219
427;10;vv;vv;vv;0.2512;0.3582;0.6710
428;0;bwb;bwb;bwb;0.8723;0.8905;0.8856
428;8;ow;ow;ow;0.9274;0.9378;0.8823
428;10;ng;ng;ng;0.7687;0.8017;0.6219
429;0;bwb;bwb;bwb;0.6791;0.7249;0.7807
429;6;ow;ow;ow;0.9211;0.9324;0.9488
429;8;bwb;bwb;bwb;0.9747;0.9783;0.9302
429;9;lv;lv;lv;0.3039;0.4033;0.8145
430;0;bwb;bwb;bwb;0.7815;0.8127;0.7493
430;5;ow;ow;ow;0.9233;0.9343;0.9446
430;7;lv;lv;ow;0.5038;0.3303;0.7730
430;9;bwb;bwb;bwb;0.8824;0.8992;0.6761
431;0;ow;ow;ow;0.9570;0.9632;0.9047
431;3;lv;lv;ow;0.4297;0.3674;0.7641
431;5;bwb;bwb;bwb;0.8734;0.8915;0.7911
432;0;ow;ow;ow;0.8700;0.8886;0.9225
432;3;bwb;bwb;bwb;0.9773;0.9805;0.9212
432;4;vv;vv;vv;0.4631;0.5398;0.7676
433;0;ow;ow;ow;0.9849;0.9871;0.9609
433;3;lv;lv;lv;0.3609;0.4522;0.8276
433;5;bwb;bwb;bwb;0.9832;0.9856;0.9263
434;0;ow;ow;ow;0.9767;0.9801;0.9602
434;3;lv;lv;lv;0.6695;0.7167;0.9025
434;5;bwb;bwb;bwb;0.9634;0.9686;0.9253
435;0;ow;ow;ow;0.9594;0.9652;0.9737
435;3;vv;vv;vv;0.5701;0.6316;0.8182
436;0;ow;ow;ow;0.9415;0.9499;0.9768
436;3;bwb;bwb;vv;0.4819;0.3630;0.5888
437;0;ow;ow;ow;0.9884;0.9901;0.9568
437;3;vv;vv;vv;0.4939;0.5662;0.7353
438;0;ow;ow;ow;0.9439;0.9519;0.9406
438;3;bwb;bwb;vv;0.4054;0.4013;0.5825
439;8;ow;ow;ow;0.9289;0.9390;0.7920
439;10;bwb;bwb;bwb;0.9576;0.9637;0.7776
440;7;ow;ow;ow;0.6781;0.7241;0.7609
440;9;mv;mv;mv;0.4769;0.5516;0.4991
440;10;bwb;bwb;bwb;0.5258;0.5935;0.6840
441;0;ow;ow;ow;0.9898;0.9912;0.9193
441;3;vv;vv;vv;0.4563;0.5340;0.6699
442;0;ow;ow;ow;0.9894;0.9909;0.9626
442;3;bwb;bwb;vv;0.3520;0.1395;0.4956
443;0;ow;ow;ow;0.9862;0.9881;0.9522
443;3;lv;lv;ow;0.4863;0.3807;0.7773
443;5;bwb;bwb;bwb;0.9854;0.9875;0.8861
444;0;ow;ow;ow;0.9829;0.9853;0.9700
444;3;lv;lv;lv;0.4551;0.5329;0.9340
444;5;bwb;bwb;bwb;0.9443;0.9522;0.8739
445;0;ow;ow;ow;0.9536;0.9602;0.9390
445;2;ng;ng;ng;0.4059;0.4907;0.7636
446;0;ow;ow;ow;0.9846;0.9868;0.8793
446;2;ng;ng;ow;0.7472;0.1438;0.5785
446;3;bwb;bwb;bwb;0.6832;0.7285;0.8789
447;0;ow;ow;ow;0.7570;0.7917;0.9062
447;3;bwb;bwb;vv;0.3506;0.4131;0.6034
447;6;ng;ng;ng;0.7076;0.7494;0.6390
448;0;ow;ow;ow;0.4307;0.5120;0.6709
448;2;bwb;bwb;vv;0.4571;0.2762;0.4402
448;5;ng;ng;lv;0.4764;0.2328;0.6720
449;0;ow;ow;ow;0.8727;0.8909;0.9346
449;2;bwb;bwb;bwb;0.9617;0.9672;0.6992
449;3;ng;ng;ng;0.8933;0.9085;0.8509
450;0;bwb;bwb;bwb;0.8472;0.8690;0.6817
450;5;ow;ow;ow;0.7244;0.7638;0.8363
450;7;bwb;bwb;bwb;0.7352;0.7730;0.8412
450;10;ng;ng;ng;0.3880;0.4754;0.7735
451;0;bwb;bwb;bwb;0.7431;0.7798;0.6534
451;4;ow;ow;ow;0.5281;0.5955;0.7979
451;6;ng;ng;ng;0.9062;0.9196;0.6442
451;7;bwb;bwb;bwb;0.6992;0.7421;0.8447
452;0;ow;ow;ow;0.9838;0.9861;0.9430
452;2;bwb;bwb;bwb;0.9598;0.9655;0.8314
452;3;ng;ng;ng;0.6265;0.6799;0.8185
453;0;bwb;bwb;bwb;0.7542;0.7893;0.8329
453;2;ow;ow;ow;0.4840;0.5577;0.7482
453;4;ng;ng;ng;0.5761;0.6367;0.6078
454;0;ow;ow;ow;0.9780;0.9811;0.9326
454;2;bwb;bwb;bwb;0.9531;0.9598;0.8509
454;3;ng;ng;ng;0.7733;0.8057;0.8370
455;0;ow;ow;ow;0.9641;0.9692;0.9622
455;2;bwb;bwb;bwb;0.8478;0.8696;0.8116
455;3;ng;ng;ng;0.9273;0.9377;0.8100
456;0;ow;ow;ow;0.8681;0.8869;0.9370
456;4;ng;ng;ng;0.7599;0.7942;0.6828
457;0;ow;ow;ow;0.9688;0.9733;0.9101
457;3;bwb;bwb;bwb;0.9717;0.9758;0.7330
457;5;ng;ng;ng;0.8045;0.8324;0.7745
458;0;bwb;bwb;bwb;0.9793;0.9822;0.9069
458;2;ow;ow;ow;0.9570;0.9632;0.9732
458;3;bwb;bwb;bwb;0.9426;0.9508;0.7985
458;6;ng;ng;ng;0.9064;0.9198;0.8211
459;0;bwb;bwb;ow;0.4754;0.2713;0.6492
459;4;ow;ow;ow;0.7647;0.7983;0.8632
459;5;bwb;bwb;bwb;0.9507;0.9577;0.7832
459;6;ng;ng;ng;0.6618;0.7101;0.7634
460;0;ow;ow;ow;0.9894;0.9910;0.9170
460;3;vv;vv;vv;0.4531;0.5312;0.6715
461;0;ow;ow;ow;0.9895;0.9910;0.9626
461;3;bwb;bwb;vv;0.3462;0.1406;0.4956
462;0;ow;ow;ow;0.9863;0.9882;0.9522
462;3;lv;lv;ow;0.4917;0.3763;0.7773
462;5;bwb;bwb;bwb;0.9852;0.9873;0.8861
463;0;ow;ow;ow;0.9829;0.9854;0.9700
463;3;lv;lv;lv;0.4566;0.5342;0.9340
463;5;bwb;bwb;bwb;0.9450;0.9529;0.8739
464;5;ow;ow;ow;0.8592;0.8793;0.8344
464;6;bwb;bwb;bwb;0.6991;0.7421;0.6660
465;0;ow;ow;ow;0.9965;0.9970;0.9811
465;4;ow;ow;ow;0.9949;0.9956;0.9071
465;6;lv;lv;lv;0.4118;0.4958;0.5908
466;0;ow;ow;ow;0.9960;0.9966;0.9842
466;3;vv;vv;vv;0.3987;0.4846;0.6616
467;0;ow;ow;ow;0.9645;0.9696;0.8897
468;1;ow;ow;ow;0.8922;0.9076;0.6424
469;0;ow;ow;ow;0.8548;0.8755;0.4970
470;0;ow;ow;ow;0.7845;0.8153;0.8937
471;0;ow;ow;ow;0.9861;0.9881;0.9476
472;0;ow;ow;ow;0.9527;0.9594;0.7870
473;0;ow;ow;ow;0.7827;0.8137;0.8217
474;1;ow;ow;ow;0.9814;0.9840;0.7580
475;0;ow;ow;ow;0.9367;0.9458;0.8686
476;1;ow;ow;ow;0.9387;0.9474;0.6884
477;0;ow;ow;ow;0.7885;0.8187;0.8737
478;0;ow;ow;ow;0.9501;0.9572;0.8818
479;0;ow;ow;ow;0.9953;0.9959;0.9670
479;2;lv;lv;lv;0.4301;0.5115;0.7051
480;0;ow;ow;ow;0.9956;0.9962;0.9767
480;2;lv;lv;lv;0.8242;0.8493;0.8390
481;0;ow;ow;ow;0.9896;0.9911;0.9750
481;3;lv;lv;ow;0.4913;0.2340;0.5895
482;0;ow;ow;ow;0.9844;0.9866;0.9766
482;3;lv;lv;lv;0.3318;0.4273;0.7604
483;1;ow;ow;ow;0.9554;0.9618;0.7167
483;2;lv;lv;lv;0.6784;0.7243;0.6665
484;0;ow;ow;ow;0.7797;0.8112;0.5400
484;2;lv;lv;lv;0.3414;0.4355;0.6037
485;0;lv;lv;ow;0.7888;0.0858;0.5070
485;2;ow;ow;ow;0.8361;0.8595;0.7873
486;0;lv;lv;ow;0.4581;0.4497;0.9093
486;3;ow;ow;ow;0.7003;0.7431;0.8914
487;1;ow;ow;ow;0.9887;0.9903;0.8462
487;2;lv;lv;lv;0.4583;0.5357;0.7661
488;0;ow;ow;ow;0.9963;0.9969;0.9894
488;3;lv;lv;lv;0.8528;0.8738;0.9108
489;0;ow;ow;ow;0.9849;0.9871;0.9726
489;3;lv;lv;lv;0.5672;0.6290;0.6827
490;1;ow;ow;ow;0.9786;0.9817;0.9017
490;2;lv;lv;lv;0.4377;0.5180;0.7631
491;0;ow;ow;ow;0.9556;0.9620;0.9251
491;3;bwb;bwb;bwb;0.5350;0.6014;0.8585
492;1;ow;ow;ow;0.6437;0.6946;0.8327
492;3;bwb;bwb;bwb;0.4065;0.4913;0.8199
493;0;ow;ow;ow;0.9899;0.9914;0.9808
493;3;bwb;bwb;bwb;0.8160;0.8422;0.7654
494;0;ow;ow;ow;0.9928;0.9938;0.9576
494;3;mv;mv;ow;0.4726;0.0235;0.5479
494;5;lv;lv;lv;0.5027;0.5737;0.7684
495;0;ow;ow;ow;0.9147;0.9269;0.8479
495;3;mv;mv;lv;0.4436;0.3859;0.7937
495;4;lv;lv;lv;0.4556;0.5334;0.7122
496;0;ow;ow;ow;0.9056;0.9191;0.9233
496;3;mv;mv;mv;0.5090;0.5792;0.6223
496;4;lv;lv;lv;0.6043;0.6608;0.9048
497;0;ow;ow;ow;0.9318;0.9416;0.8590
497;2;mv;mv;ow;0.5783;0.1535;0.7713
497;4;lv;lv;lv;0.4056;0.4905;0.8625
498;1;ow;ow;ow;0.9260;0.9365;0.7827
498;2;mv;mv;lv;0.3682;0.3217;0.7826
498;3;lv;lv;lv;0.6976;0.7408;0.8253
499;0;ow;ow;ow;0.7559;0.7908;0.4974
499;2;mv;mv;lv;0.2443;0.3454;0.6785
499;3;lv;lv;ow;0.2431;0.2723;0.4733
500;0;lv;lv;lv;0.4452;0.5244;0.8789
500;3;ow;ow;ow;0.8349;0.8585;0.9578
500;4;mv;mv;mv;0.5151;0.5843;0.8516
501;0;ow;ow;ow;0.9377;0.9466;0.9393
501;3;mv;mv;ow;0.2317;0.3323;0.7015
501;6;lv;lv;lv;0.4733;0.5485;0.6754
502;1;ow;ow;ow;0.9837;0.9860;0.8135
502;2;mv;mv;lv;0.2312;0.3080;0.7397
502;4;lv;lv;lv;0.6460;0.6966;0.7224
503;0;bwb;bwb;bwb;0.9842;0.9864;0.9221
503;2;ow;ow;ow;0.4793;0.5536;0.8669
503;4;mv;mv;mv;0.4178;0.5009;0.8379
503;5;lv;lv;lv;0.7263;0.7654;0.9478
504;1;ow;ow;ow;0.9359;0.9451;0.8499
504;2;mv;mv;mv;0.4948;0.5670;0.8486
504;4;bwb;bwb;bwb;0.9417;0.9500;0.6415
504;5;lv;lv;lv;0.6966;0.7400;0.8960
505;0;ow;ow;ow;0.9631;0.9684;0.9506
505;3;lv;lv;ow;0.4371;0.2777;0.6509
505;6;mv;mv;vv;0.4586;0.1138;0.5261
506;0;ow;ow;ow;0.9764;0.9798;0.9406
506;3;mv;mv;mv;0.6211;0.6753;0.7761
506;4;lv;lv;lv;0.6784;0.7244;0.9043
506;6;bwb;bwb;bwb;0.9739;0.9777;0.8802
507;0;mv;mv;mv;0.4403;0.5203;0.8168
507;4;ow;ow;lv;0.3381;0.0588;0.4792
508;0;mv;mv;ow;0.5133;0.0392;0.4535
508;2;ow;ow;lv;0.4208;0.3848;0.7342
509;0;mv;mv;lv;0.3666;0.3341;0.6414
509;2;ow;ow;ow;0.2194;0.3309;0.5885
510;0;mv;mv;ow;0.6028;0.1673;0.4978
510;2;ow;ow;lv;0.4009;0.3409;0.6766
511;0;ow;ow;ow;0.8163;0.8426;0.9295
511;3;mv;mv;mv;0.5775;0.6379;0.7495
511;4;bwb;bwb;bwb;0.9682;0.9728;0.8574
512;0;ow;ow;ow;0.8178;0.8438;0.7965
512;3;mv;mv;mv;0.3593;0.4508;0.5890
512;4;bwb;bwb;bwb;0.9794;0.9823;0.9063
513;0;mv;mv;ow;0.3810;0.3191;0.7625
513;3;ow;ow;lv;0.5517;0.1168;0.3505
514;0;mv;mv;mv;0.3320;0.4274;0.9066
514;4;ow;ow;lv;0.2086;0.1607;0.6755
515;1;mv;mv;mv;0.2431;0.3512;0.8176
515;3;ow;ow;lv;0.3802;0.1477;0.6861
516;0;bwb;bwb;bwb;0.6355;0.6876;0.8933
516;4;mv;mv;mv;0.2863;0.3883;0.5835
516;5;ow;ow;lv;0.5406;0.3179;0.5632
5001;0;ow;ow;ow;0.9969;0.9973;0.9893
5001;2;bwb;bwb;bwb;0.9122;0.9248;0.8264
5002;0;ow;ow;ow;0.9957;0.9963;0.9737
5002;2;lv;lv;lv;0.6617;0.7100;0.8208
5003;0;ow;ow;ow;0.9981;0.9983;0.9903
5003;2;bwb;bwb;bwb;0.5172;0.5861;0.7013
5004;0;ow;ow;ow;0.9969;0.9974;0.9863
5004;2;lv;lv;lv;0.9336;0.9431;0.9680
5005;0;ow;ow;ow;0.9398;0.9484;0.9775
5005;2;lv;lv;lv;0.2433;0.3514;0.8232
5005;4;bwb;bwb;bwb;0.6148;0.6698;0.7776
5006;0;ow;ow;ow;0.9910;0.9923;0.8813
5006;2;bwb;bwb;bwb;0.7447;0.7811;0.7870
5007;0;ow;ow;ow;0.9948;0.9955;0.9760
5007;2;lv;lv;lv;0.6093;0.6651;0.8538
5007;4;bwb;bwb;bwb;0.7058;0.7478;0.8976
5008;0;ow;ow;ow;0.9959;0.9965;0.9858
5008;2;bwb;bwb;vv;0.6163;0.1645;0.6215
5009;1;ow;ow;ow;0.9805;0.9833;0.8005
5009;2;lv;lv;lv;0.6407;0.6921;0.7772
5010;0;bwb;bwb;bwb;0.9707;0.9749;0.8863
5010;2;ow;ow;ow;0.9848;0.9869;0.9761
5010;3;lv;lv;ow;0.5326;0.1891;0.7042
5011;0;ow;ow;ow;0.9918;0.9930;0.9835
5011;3;bwb;bwb;bwb;0.4374;0.5178;0.7052
5012;0;ow;ow;ow;0.9887;0.9903;0.9919
5012;2;mv;mv;mv;0.5747;0.6355;0.9036
5012;3;lv;lv;lv;0.7387;0.7761;0.9668
5013;0;ow;ow;ow;0.9901;0.9915;0.9898
5013;3;bwb;bwb;bwb;0.5781;0.6384;0.7371
5014;0;ow;ow;ow;0.9935;0.9945;0.9363
5014;2;lv;lv;lv;0.5436;0.6088;0.5855
